title,contentsid,address,imgpath,tags,introduction
"은평 청년작가 초대전 사이","CNTS_300000000013881","제주특별자치도 제주시 일도이동 852","https://api.cdn.visitjeju.net/photomng/imgpath/202511/06/264ff4b3-a591-46a0-a782-b83bb224796c.webp","청년작가, 전시, 미술, 예술, 은평","제주문화예술진흥원, 은평문화재단의 공동 주최로 은평 청년작가 3인의 작품 전시"
"2025년 장애예술축제-턴(TURN) <마주보다>","CNTS_300000000013884","제주특별자치도 제주시 아라일동 362-35 우리복지관","https://api.cdn.visitjeju.net/photomng/imgpath/202511/06/99ca1a3d-a020-4b0a-8589-f2a6c0e5c530.webp","장애예술축제,,,쉬움","장애예술가와 활동가들의 예술로 ‘마주보는 순간’을 함께해요 🎨💫"
"제2회 갯것이영화제 + 생태관광 개막식","CNTS_300000000013896","제주특별자치도 서귀포시 서홍동 551-1","https://api.cdn.visitjeju.net/photomng/imgpath/202511/07/f27235ce-bd64-4ad0-9b17-9c24e5da883f.webp","생태관광지원센터, 서귀포예술의전당, 갯것이영화제, 춤추는고래, 생태관광","‘제2회 갯것이영화제+생태관광’ 바다영화축제가 오는 11월 7일 6시 30분 개막식을 시작한다."
"제주소나이합창단 제2회 정기연주회","CNTS_300000000013897","제주특별자치도 서귀포시 서홍동 551-1","https://api.cdn.visitjeju.net/photomng/imgpath/202511/07/701440fe-f95f-472c-b243-6c9800dea01f.webp","정기연주회, 제주합창단, 소나이합창단, 남자합창단, 서귀포예술의전당","'찬양 선교'와 '제주어 보존 확대'를 위해 제주소나이합창단의 두번째 정기연주회를 앞두고 있다."
"오지학 피아노 독주회 ""소나타와 순간들: 삶의 빛과 어둠을 비추다""","CNTS_300000000013898","제주특별자치도 서귀포시 서홍동 551-1","https://api.cdn.visitjeju.net/photomng/imgpath/202511/07/404529b5-1a4f-464c-a44d-4827e632fe47.webp","오지학, 서귀포예술의전당, 제주대학교, 제주음악회, 독주회","“소나타와 순간들, 삶의 빛과 어둠을 비추다”"
"정미숙 7회 개인전(살아)","CNTS_300000000013899","제주특별자치도 서귀포시 서홍동 551-1","https://api.cdn.visitjeju.net/photomng/imgpath/202511/07/15f81401-4dad-4a7e-9754-633476d1b406.webp","정미숙, 서귀포예술의전당, 제주사진전, 정미숙개인전, 살아","제주 사진작가 정미숙의 일곱 번째 개인전 '살아, 한라산의 겨울'이 오는 11월 3일부터 12일까지 서귀포 예술의전당 전시실에서 열린다."
"2025 제주밭한끼 신기루맛집 체험단 모집","CNTS_300000000013906","제주특별자치도 제주시 구좌읍 평대리 3210-4","https://api.cdn.visitjeju.net/photomng/imgpath/202511/11/2828638d-0363-42cc-b81e-cd1ab2d064a3.webp","신기루맛집, 제주밭한끼, 신기루, 체험단, 제주체험단","제주의 밭작물로 만든 한상차림을 직접 평가해주세요!"
"2025년 제2회 '차 없는 거리' 걷기 행사","CNTS_300000000013907","제주특별자치도 제주시 오라일동 1006 애향운동장","https://api.cdn.visitjeju.net/photomng/imgpath/202511/12/139aca94-60d9-4838-bf0f-25d317d760e1.webp","차 없는 거리 축제, 애항운동장, 차없는거리, 걷기축제, 걷기행사,,,단독접근가능,장애인 화장실,장애인 전용 주차장,쉬움","2025 제2회 차없는 거리 걷기 행사 우리의 발걸음이 모여 제주의 내일이 됩니다. 11월30일, 다시 하나되어 걷습니다."
"제주, 어떤 빛","CNTS_300000000013912","제주특별자치도 서귀포시 서홍동 551-1","https://api.cdn.visitjeju.net/photomng/imgpath/202511/13/e3553ce6-4e76-46c5-9c57-006d7588a822.webp","서귀포예술의전당, 김승범, 사진전, 제주 사진전, 제주의 빛","김승범 사진전 제주, 어떤 빛’이 11월 14일(금)부터 16일(일)까지 서귀포예술의전당에서 개최됩니다."
"111기 로움리트릿","CNTS_300000000013958","제주특별자치도 제주시 한림읍 월령리 254-1 리벤시아호텔&풀빌라펜션","https://api.cdn.visitjeju.net/photomng/imgpath/202511/19/3372939e-d65c-4793-8399-5e7c7697019a.webp","로움리트릿, 제주요가, 리탐빌, 제주힐링, 아나타명상,,영어,,단독접근가능,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 전용 주차장,쉬움","영국 Luxlife가 선정한 베스트 리트릿! 어떤 시도로도 해결되지 않던  마음의 문제가 비로소 해결되는 생애 가장 특별한 여정입니다."
"해녀와 영등 시즌2","CNTS_300000000014006","제주특별자치도 제주시 애월읍 광령리 2535","https://api.cdn.visitjeju.net/photomng/imgpath/202511/24/92c0ac86-8e3a-41f6-b4b7-ab2d18c83a53.webp","제주바다, 제주해녀, 제주관광대학교, 해녀와 영등, 제주뮤지컬","제주 바다, 삶의 숨이 되다."
"서귀포관악단 2025 청소년, 대학생 협주곡의 밤","CNTS_300000000014010","제주특별자치도 서귀포시 서홍동 551-1","https://api.cdn.visitjeju.net/photomng/imgpath/202511/27/54ed984f-4f24-4f74-84c7-7faad7773c42.webp","서귀포예술의전당, 서귀포관악당, 제주협주곡, 제주관악단","제주의 젊은 음악 인재들이 선보이는 특별한 무대가 서귀포예술의전당에서 펼쳐집니다!"
"전도 장애 학생·학부모·교사가 함께하는 미술 전시회 일상 그 너머의 기억과 변화 - 기후 변화와 제주 4.3, 그리고 우리 -","CNTS_300000000014011","제주특별자치도 제주시 일도이동 852","https://api.cdn.visitjeju.net/photomng/imgpath/202511/28/b1950a5b-fcd1-40e9-afd0-fd3553fa99ba.webp","장애학생, 전시, 미술, 예술","전도 장애학생과 학부모, 교사가 함께하는 미술 전시회"
"사랑나눔GEO페스타","CNTS_300000000014016","제주특별자치도 서귀포시 안덕면 사계리 126-1 플레이사계 일대","https://api.cdn.visitjeju.net/photomng/imgpath/202512/02/e1fc1822-ac47-4111-a631-a52a6e19e777.webp","사랑나눔GEO페스타, 산방산, 플레이사계, 용머리해안,,영어,,단독접근가능,단차없음,장애인 화장실,승강기,장애인 전용 주차장,쉬움","제주의 자연·문화·환경·나눔의 가치를 한자리에 모은 사랑나눔GEO페스타는 유네스코 세계지질공원 안덕면 일대를 배경으로 지역주민·관광객·학교·단체·상인이 함께 만드는 제주형 공존축제"
